dport,sport,protocol,flags,time bw prev packet,spkts,dpkts,pkt_len,ttl,payload size,label
22,56736,6,PA,0.0003364086151123047,0,108,76,64,224,ssh-bruteforce
22,56770,6,PA,0.0009965896606445312,0,92,60,64,224,ssh-bruteforce
56770,22,6,A,0.0005249977111816406,32,0,0,64,224,ssh-bruteforce
22,56654,6,PA,0.00030994415283203125,0,76,44,64,224,ssh-bruteforce
56654,22,6,A,0.00034165382385253906,32,0,0,64,224,ssh-bruteforce
22,56706,6,PA,0.00029659271240234375,0,76,44,64,224,ssh-bruteforce
56706,22,6,A,0.00039076805114746094,32,0,0,64,224,ssh-bruteforce
56654,22,6,PA,0.00029778480529785156,76,0,44,64,224,ssh-bruteforce
56706,22,6,PA,0.00040030479431152344,76,0,44,64,224,ssh-bruteforce
22,56654,6,PA,0.0003705024719238281,0,92,60,64,224,ssh-bruteforce
22,56706,6,PA,0.00035572052001953125,0,92,60,64,224,ssh-bruteforce
56668,22,6,A,0.0036563873291015625,32,0,0,64,224,ssh-bruteforce
56688,22,6,PA,0.00039839744567871094,76,0,44,64,224,ssh-bruteforce
22,56668,6,PA,0.0036773681640625,0,76,44,64,224,ssh-bruteforce
56668,22,6,A,0.00036787986755371094,32,0,0,64,224,ssh-bruteforce
56668,22,6,PA,0.0005214214324951172,76,0,44,64,224,ssh-bruteforce
22,56688,6,PA,0.0003571510314941406,0,92,60,64,224,ssh-bruteforce
56688,22,6,A,0.0003364086151123047,32,0,0,64,224,ssh-bruteforce
56680,22,6,A,0.001592874526977539,32,0,0,64,224,ssh-bruteforce
56654,22,6,PA,0.003701925277709961,84,0,52,64,224,ssh-bruteforce
22,56668,6,PA,0.001054525375366211,0,92,60,64,224,ssh-bruteforce
56706,22,6,PA,0.0014371871948242188,84,0,52,64,224,ssh-bruteforce
56770,22,6,PA,0.000990152359008789,84,0,52,64,224,ssh-bruteforce
56668,22,6,PA,0.001222848892211914,84,0,52,64,224,ssh-bruteforce
22,56706,6,PA,0.001825094223022461,0,108,76,64,224,ssh-bruteforce
56664,22,6,A,0.0011658668518066406,32,0,0,64,224,ssh-bruteforce
56712,22,6,A,0.0023956298828125,32,0,0,64,224,ssh-bruteforce
22,56668,6,PA,0.0009503364562988281,0,108,76,64,224,ssh-bruteforce
22,56770,6,PA,0.0009617805480957031,0,108,76,64,224,ssh-bruteforce
22,56654,6,PA,0.0009889602661132812,0,108,76,64,224,ssh-bruteforce
56688,22,6,PA,0.0011332035064697266,84,0,52,64,224,ssh-bruteforce
56644,22,6,A,0.0022618770599365234,32,0,0,64,224,ssh-bruteforce
22,56644,6,PA,0.0009641647338867188,0,76,44,64,224,ssh-bruteforce
56644,22,6,A,0.000988006591796875,32,0,0,64,224,ssh-bruteforce
56644,22,6,PA,0.002979278564453125,76,0,44,64,224,ssh-bruteforce
22,56688,6,PA,0.000997304916381836,0,108,76,64,224,ssh-bruteforce
22,56644,6,PA,0.0009672641754150391,0,92,60,64,224,ssh-bruteforce
56644,22,6,PA,0.0010287761688232422,84,0,52,64,224,ssh-bruteforce
56736,22,6,A,0.0009353160858154297,32,0,0,64,224,ssh-bruteforce
22,56644,6,PA,0.0021889209747314453,0,108,76,64,224,ssh-bruteforce
56706,22,6,A,0.01723504066467285,32,0,0,64,224,ssh-bruteforce
56654,22,6,A,0.002562284469604492,32,0,0,64,224,ssh-bruteforce
